791309	I Want Candy	2007	87	Comedy	[2068559, 121895, 1182, 550371]	[839660]	5.4	6902
2626350	Step Up All In	2014	112	Drama,Music,Romance	[4554428, 263759, 1782560, 2298016]	[2586324]	6.0	28874
267116	Wild Zero	1999	98	Comedy,Horror,Music	[256919]	[847615]	6.6	3055
2626460	Top Dog	2014	92	Crime,Drama	[2076, 716490, 4269084, 671854]	[447337]	5.1	1297
5333612	Actor in Law	2016	116	Comedy,Drama,Romance	[700875, 3500208, 1123840]	[6567539]	7.9	1620
5752606	Maze	2017	92	Adventure,Crime,Drama	[2534167, 911395, 564901, 909626]	[121871]	5.9	1524
267248	Abandon	2002	99	Drama,Music,Mystery	[5017, 973, 402271, 221046]	[300866]	4.9	8446
267261	Senso '45	2002	128	Drama,Romance,Thriller	[302105, 307490, 104393, 758400]	[972]	5.2	1359
267287	Avalon	2001	107	Action,Drama,Fantasy	[286085, 468651, 345616, 84248]	[651900]	6.5	12106
2578608	Krampus: The Christmas Devil	2013	82	Action,Horror,Thriller	[5425875, 5424900, 3116866, 5425766]	[2382124]	1.7	1386
267363	Chandni Bar	2001	150	Crime,Drama	[7102, 474609, 1056425, 904503]	[1055105]	7.7	2114
1053810	The Big Year	2011	100	Comedy	[5562, 85312, 188, 92]	[291205]	6.2	38091
3150966	Rise of the Footsoldier Part II	2015	111	Biography,Crime,Drama	[6390427, 925, 1029263, 265492]	[363658]	5.3	1013
1578116	Atithi Tum Kab Jaoge?	2010	155	Comedy	[222426, 1234298, 712546, 442479]	[2903076]	6.3	4062
1315981	A Single Man	2009	99	Drama,Romance	[147, 194, 328828, 396558]	[1053530]	7.6	95483
1578128	Otto's Eleven	2010	95	Comedy	[905102, 634663, 442622, 2591117]	[881372]	4.5	1043
6821012	The Week Of	2018	116	Comedy	[1191, 1674, 114, 237222]	[806912]	5.1	4050
1053859	The Grudge 3	2009	90	Horror,Mystery,Thriller	[1342743, 809938, 2467178, 2998248]	[929317]	4.8	14658
5724358	Ukraine on Fire	2016	95	Documentary	[7830693, 8146556, 3640923, 8146552]	[3153020]	6.2	1635
1840309	Divergent	2014	139	Adventure,Mystery,Sci-Fi	[940362, 3772243, 701, 2541974]	[1139726]	6.7	381481
1053880	Little Fish, Strange Pond	2009	80	Comedy,Crime,Drama	[546, 89485, 284, 11882]	[201283]	3.9	1352
1840388	Rosewood Lane	2011	97	Horror,Thriller	[535, 936403, 904967, 5417]	[759207]	4.6	3057
6772950	Truth or Dare	2018	100	Horror,Thriller	[1423955, 692677, 6556997, 1496115]	[905592]	4.6	4953
1578261	Break Ke Baad	2010	118	Comedy,Drama,Romance	[2138653, 1405359, 239267, 2257218]	[1538135]	5.1	3415
4986134	Rebel in the Rye	2017	106	Biography,Drama,Romance	[396558, 228, 1255, 204706]	[834960]	6.6	3795
267548	Haseena Maan Jaayegi	1999	147	Action,Comedy,Drama	[4569, 332871, 6433, 61223]	[223522]	6.2	2187
1840417	The Words	2012	102	Drama,Mystery,Romance	[177896, 598, 1312575, 757855]	[460206, 1600872]	7.1	66991
1578275	The Dilemma	2011	111	Comedy,Drama	[681, 416673, 213, 124]	[165]	5.3	46760
